Entry,Spoken,IPA,Written,Script (Text),Script (Image),Mandarin,English
796,fentanem,fɯntanɯm,funtanambi,ᡶᡠᠨᡨᠠᠨᠠᠮᠪᡳ,796,发霉,"to become moldy, to mold"
797,feqsam,fɯqsam,fucihiyambi,ᡶᡠᠴᡳᡥᡳᠶᠠᠮᠪᡳ,797,咳嗽,to cough
798,fer ,fɯr,fere,ᡶᡝᡵᡝ,798,底,"bottom, base"
799,fer far sem,fɯr far sɯm,fer far seme,ᡶᡝᡵ ᡶᠠᡵ ᠰᡝᠮᡝ,799,红旗风中飘荡的声音,(sound of red flags flying)
800,ferVem,fɯrɣɯm,ferguwembi,ᡶᡝᡵᡤᡠᠸᡝᠮᠪᡳ,800,赞,to praise
801,ferVevem,fɯrɣɯvɯm,ferguwebumbi,ᡶᡝᡵᡤᡠᠸᡝᠪᡠᠮᠪᡳ,801,被赞,passive form of ferVem (= ferguwembi)
802,ferVucwkw,fɯrɣuʈʂʷkʷ,ferguwecuke,ᡶᡝᡵᡤᡠᠸᡝᠴᡠᡴᡝ,802,奇特,"peculiar, unusual"
803,fesejem,fɯsɯɖʐɯm,fusejembi,ᡶᡠᠰᡝᠵᡝᠮᠪᡳ,803,穿透,to break through; to penetrate
804,fesen,fɯsɯn,fesin,ᡶᡝᠰᡳᠨ,804,柄,handle
805,feserem,fɯsɯrɯm,feserembi,ᡶᡝᠰᡝᡵᡝᠮᠪᡳ,805,变细末,to turn into fine dust
806,feta,fɯta,futa,ᡶᡠᡨᠠ,806,绳子,"rope, string"
807,fetem,fɯtɯm,fetembi,ᡶᡝᡨᡝᠮᠪᡳ,807,挖,to dig
808,feterem,fɯtɯrɯm,feterembi,ᡶᡝᡨᡝᡵᡝᠮᠪᡳ,808,挖,to dig
809*,fevei filcin,fɯvɯj fiɹtɕin,fefe i fulcin,ᡶᡝᡶᡝ ᡳ ᡶᡠᠯᠴᡳᠨ,809*,阴唇,labia
810,feyim,fɯjim,fuyembi,ᡶᡠᠶᡝᠮᠪᡳ,810,"沸, 剥皮",to boil; to skin
811,feyivem,fɯjivɯm,fuyebumbi,ᡶᡠᠶᡝᠪᡠᠮᠪᡳ,811,使沸腾,causative form of feyim (= fuyembi)
812,ficam,fiʈʂam,ficambi,ᡶᡳᠴᠠᠮᠪᡳ,812,"吹哨, 吹笛","to whistle, to blow a pipe, to play a flute"
813,fican,fiʈʂan,fican,ᡶᡳᠴᠠᠨ,813,哨,whistle
814,ficaqw,fiʈʂaqʷ,ficakv,ᡶᡳᠴᠠᡴᡡ,814,"笛子, 哨子","flute, pipe"
815,ficyx,fitɕʲx,fucihi,ᡶᡠᠴᡳᡥᡳ,815,佛,Buddha
816,ficyxalm,fitɕʲxaɹm,fucihiyalambi,ᡶᡠᠴᡳᡥᡳᠶᠠᠯᠠᠮᠪᡳ,816,烧皮毛,to singe
817,fii,fii,,,,簸箕,"dustpan, wicker"
818,fii,fii,fi,ᡶᡳ,818,笔,"writing brush, pen"
819,fila,fila,fila,ᡶᡳᠯᠠ,819,碟子,"dish, plate"
820,filcin,fiɹtɕin,fulcin,ᡶᡠᠯᠴᡳᠨ,820,颊,cheeks
821,filem,filɯm,fiyelembi,ᡶᡳᠶᡝᠯᡝᠮᠪᡳ,821,编辑,"to edit, to compile"
822,filEn,filən,fiyelen,ᡶᡳᠶᡝᠯᡝᠨ,822,章,chapter
823,filiN,filiŋ,fulenggi,ᡶᡠᠯᡝᠩᡤᡳ,823,"灰, 癣",ashes; ringworm
824,filVem,fiɹɣɯm,fulgiyembi,ᡶᡠᠯᡤᡳᠶᡝᠮᠪᡳ,824,吹,to blow
825,finVeN soq,finɣɯŋ sɔq,funiyehengge sukv,ᡶᡠᠨᡳᠶᡝᡥᡝᠩᡤᡝ ᠰᡠᡴᡡ,825,毛皮,"pelt, fur"
826,finx,finx,funiyehe,ᡶᡠᠨᡳᠶᡝᡥᡝ,826,"头发, 毛发","hair, fur"
827,fis,fis,feise,ᡶᡝᡳᠰᡝ,827,土砖,earth brick
828,fisa,fisa,fisa,ᡶᡳᠰᠠ,828,背,back (of a body)
829,fisin,fiɕin,fisin,ᡶᡳᠰᡳᠨ,829,密集,"concentrated, dense"
830,fitem,fitɯm,faitambi,ᡶᠠᡳᡨᠠᠮᠪᡳ,830,砍断,to cut (off)
831,fitxem,fitxɯm,fithembi,ᡶᡳᡨᡥᡝᠮᠪᡳ,831,用手指弹,"to pluck, to play (a stringed instrument)"
832,fiVem,fiɣɯm,fihembi,ᡶᡳᡥᡝᠮᠪᡳ,832,塞进,to stuff inside
833,fiVevem,fiɣɯvɯm,fihebumbi,ᡶᡳᡥᡝᠪᡠᠮᠪᡳ,833,使塞进,causative form of fiVem (= fihembi)
834,fix,fix,fehi,ᡶᡝᡥᡳ,834,脑,brain
835,fixt,fixt,fehitu,ᡶᡝᡥᡳᡨᡠ,835,没脑子的,"thick-headed, dull"
836,folhw,fɔɹχʷ,fulhv,ᡶᡠᠯᡥᡡ,836,袋子,"bag, sack"
837,foliN,fɔliŋ,folingga,ᡶᠣᠯᡳᠩᡤᠠ,837,"多事儿, 多嘴","a bore, chatterbox"
838,folum,fɔlum,folombi,ᡶᠣᠯᠣᠮᠪᡳ,838,刻,to carve
839,fomocy,fɔmɔtɕʲ,fomoci,ᡶᠣᠮᠣᠴᡳ,839,袜子,socks
840,fon,fɔn,fon,ᡶᠣᠨ,840,时段,time interval
841,fond,fɔnd,funde,ᡶᡠᠨᡩᡝ,841,替,"in place of, instead of"
842,fondolm,fɔndɔɹm,fondolombi,ᡶᠣᠨᡩᠣᠯᠣᠮᠪᡳ,842,穿透,to pass through
843,fondqw,fɔndqʷ,fondokv,ᡶᠣᠨᡩᠣᡴᡡ,843,"破口, 小洞","tear, hole"
844,forqw,fɔrqʷ,forko,ᡶᠣᡵᡴᠣ,844,纺车,spinning wheel
845,forRoXem,fɔrʁɔʂɯm,forgoxombi,ᡶᠣᡵᡤᠣᡧᠣᠮᠪᡳ,845,"变换, 转换, 调换; 循环","to transform, to convert, to change; to circle around, to revolve"
846,forRun,fɔrʁun,forgon,ᡶᠣᡵᡤᠣᠨ,846,季节,season
847,forum,fɔrum,forombi,ᡶᠣᡵᠣᠮᠪᡳ,847,纺线,to spin
848,forun,fɔrun,foron,ᡶᠣᡵᠣᠨ,848,顶,"summit, top"
849,foshun,fɔsχun,fusihvn,ᡶᡠᠰᡳᡥᡡᠨ,849,"下面的, 低贱的","below, under; lowly/humble"
850,foshuXum,fɔsχuʂum,fusihvxembi,ᡶᡠᠰᡳᡥᡡᡧᡝᠮᠪᡳ,850,作贱,to look down upon; to despise
851,fosum,fɔsum,foxombi,ᡶᠣᡧᠣᠮᠪᡳ,851,照,"to shine/light, to illuminate"
852,fosyhulm,fɔsʲχuɹm,fusihvlambi,ᡶᡠᠰᡳᡥᡡᠯᠠᠮᠪᡳ,852,轻辱,to look down upon; to despise
853,fudujem,fuduɖʐɯm,fudejembi,ᡶᡠᡩᡝᠵᡝᠮᠪᡳ,853,(自行) 拆解,(intransitive) to tear open
854,fudulm,fuduɹm,fudelembi,ᡶᡠᡩᡝᠯᡝᠮᠪᡳ,854,拆,to unseam; to tear/take apart
855,fukum,fukum,fekumbi,ᡶᡝᡴᡠᠮᠪᡳ,855,跃,to jump/leap
856,fulaRun,fulaʁun,fulahvn,ᡶᡠᠯᠠᡥᡡᠨ,856,红红的,red
857,fulu,fulu,fulu,ᡶᡠᠯᡠ,857,富余,"ample, more than expected, surplus"
858,fulxw,fuɹxʷ,fulehe,ᡶᡠᠯᡝᡥᡝ,858,植物根 ,root (of a plant)
859,fuNal,fuŋaɹ,funggala,ᡶᡠᠩᡤᠠᠯᠠ,859,羽毛,feather
860,fuNkw,fuŋkʷ,fungku,ᡶᡠᠩᡴᡠ,860,毛巾,towel
861,fuNsun,fuŋsun,fungxun,ᡶᡠᠩᡧᡠᠨ,861,"臊, 骚味","smell of urine, foul smell"
862,fuqa,fuqa,fuka,ᡶᡠᡴᠠ,862,"泡, 圈","bubble, blister; a circle"
863,fuqalem,fuqalɯm,fukalem,ᡶᡠᡴᠠᠯᡝᠮ,863,"起泡, 起圈",(of a bubble) to rise; (of a circle) to form
864,fuqanem,fuqanɯm,fukanambi,ᡶᡠᡴᠠᠨᠠᠮᠪᡳ,864,起泡,"to bulge, to swell; to inflate"
865,fuqanevem,fuqanɯvɯm,fukanabumbi,ᡶᡠᡴᠠᠨᠠᠪᡠᠮᠪᡳ,865,使起泡,causative form of fuqanem (= fukanambi)
866,fuqarem,fuqarɯm,fukarambi,ᡶᡠᡴᠠᡵᠠᠮᠪᡳ,866,起泡,"to bubble, foam"
867,fuqarevem,fuqarɯvɯm,fukarabumbi,ᡶᡠᡴᠠᡵᠠᠪᡠᠮᠪᡳ,867,使起泡,causative form of fuqarem (= fukarambi)
868,furum,furum,furumbi,ᡶᡠᡵᡠᠮᠪᡳ,868,切,to cut
869,furunum,furunum,furumbi,ᡶᡠᡵᡠᠮᠪᡳ,869,潜水,to go under water; to submerge
870,fus,fus,fuse,ᡶᡠᠰᡝ,870,糠,"bran, chaff"
871,fus,fus,fus,ᡶᡠᠰ,871,穿透状,appearance of being penetrated
872,fusujem,fusuɖʐɯm,fusejembi,ᡶᡠᠰᡝᠵᡝᠮᠪᡳ,872,穿透,to break through; to penetrate
873,fusulum,fusulum,fusulembi,ᡶᡠᠰᡠᠯᡝᠮᠪᡳ,873,通破,to knock the bottom out
874,fusum,fusum,fusumbi,ᡶᡠᠰᡠᠮᠪᡳ,874,洒,"to sprinkle, to spurt, to spray"
875,fusuvem,fusuvɯm,fusubumbi,ᡶᡠᠰᡠᠪᡠᠮᠪᡳ,875,喷,(causative form of fusum (= fusumbi))
876,fuswxulm,fusʷxuɹm,feshelembi,ᡶᡝᠰᡥᡝᠯᡝᠮᠪᡳ,876,踢,to kick
877,fusxucum,fusxuʈʂum,feshecumbi,ᡶᡝᠰᡥᡝᠴᡠᠮᠪᡳ,877,踢,to kick 
878,fusxuXum,fusxuʂum,feshexumbi,ᡶᡝᠰᡥᡝᡧᡠᠮᠪᡳ,878,踢,to kick 
879,futurem,futurɯm,futerembi,ᡶᡠᡨᡝᡵᡝᠮᠪᡳ,879,皱了,to wrinkle; to frizz
880,futurevem,futurɯvɯm,futurembi,ᡶᡠᡨᡠᡵᡝᠮᠪᡳ,880,皱了,to frizz
881,futurkw,futurkʷ,,,,皱纹,"wrinkle, wrinkled; frizzly, frizzled"
882,futurkw,futurkʷ,futereku,ᡶᡠᡨᡝᡵᡝᡴᡠ,882,皱纹,wrinkle (on clothes)
883,futurum,futurum,futerembi,ᡶᡠᡨᡝᡵᡝᠮᠪᡳ,883,起皱,to wrinkle
884,fuVjin,fuɣdʒin,fukjin,ᡶᡠᡴᠵᡳᠨ,884,创始,"beginning, foundation"
885,fuVum,fuɣum,fehumbi,ᡶᡝᡥᡠᠮᠪᡳ,885,踩,to step/tread on
886,fuVuXum,fuɣuʂum,fehubumbi,ᡶᡝᡥᡠᠪᡠᠮᠪᡳ,886,使踩,causative form of fuVum (= fehumbi)
887,fuxw,fuxʷ,fuhu,ᡶᡠᡥᡠ,887,"瘊子, 树瘤","wart, (tree) knot"
888,fyala,fʲala,fiyala,ᡶᡳᠶᠠᠯᠠ,888,雪橇,"sled, sleigh"
889,fyaNqalen,fʲaŋqalɯn,fangkalan,ᡶᠠᠩᡴᠠᠯᠠᠨ,889,"矮, 低","short, low"
890,fyaq,fʲaq,fiyakv,ᡶᡳᠶᠠᡴᡡ,890,光身子,"naked, nudity"
891,fyaqelem,fʲaqɯlɯm,,,,正面打,to strike directly
892,fyaqem,fʲaqɯm,fiyakvmbi,ᡶᡳᠶᠠᡴᡡᠮᠪᡳ,892,烤,to roast; to bake/broil
893,fyaw,fʲɑw,fio,ᡶᡳᠣ,893,屁,"fart, gas"
894,fyenjicem,fʲəndʒiʈʂɯm,fonjicembi,ᡶᠣᠨᠵᡳᠴᡝᠮᠪᡳ,894,问问题,to ask (a question)
895,fyenjim,fʲəndʒim,fonjin,ᡶᠣᠨᠵᡳᠨ,895,问题,question
896,fyenjinem,fʲəndʒinɯm,fonjinambi,ᡶᠣᠨᠵᡳᠨᠠᠮᠪᡳ,896,问问题,to ask (a question)
897,fyenjiXem,fʲəndʒiʂɯm,fonjixambi,ᡶᠣᠨᠵᡳᡧᠠᠮᠪᡳ,897,问问题,to ask (a question)
898,fyenjyx hocwhun ,fʲənɖʐʲx χɔʈʂʷχun,fonjiha hocihon,ᡶᠣᠨᠵᡳᡥᠠ ᡥᠣᠴᡳᡥᠣᠨ,898,嫁的丈夫,engaged male (husband)
899,fyenjyx xex,fʲənɖʐʲx xɯx,fonjiha hehe,ᡶᠣᠨᠵᡳᡥᠠ ᡥᡝᡥᡝ,899,娶的妻子,engaged female (wife)
900,fyerem,fʲərɯm,forimbi,ᡶᠣᡵᡳᠮᠪᡳ,900,打,"to pound, beat, strike, knock"
901,fyerevem,fʲərɯvɯm,foribumbi,ᡶᠣᡵᡳᠪᡠᠮᠪᡳ,901,"使打, 被打",causative/passive form of fyerem (= forimbi)
902,fyes,fʲəs,fiyoose,ᡶᡳᠶᠣᠣᠰᡝ,902,水瓢,ladle
903,fyetem,fʲətɯm,fiotembi,ᡶᡳᠣᡨᡝᠮᠪᡳ,903,放屁,to fart; to break wind
904,fyetqenem,fʲətqɯnɯm,fithenembi,ᡶᡳᡨᡥᡝᠨᡝᠮᠪᡳ,904,绽放,to blossom
905,fyoRolun,fʲɔʁɔlun,foholon,ᡶᠣᡥᠣᠯᠣᠨ,905,短,short
906,Ga Ga,ɢa ɢa,ga ga,ᡤᠠ ᡤᠠ,906,乌鸦叫声,(crow sound)
907,Gacqu,ɢaʈʂqu,galcuka,ᡤᠠᠯᠴᡠᡴᠠ,907,后腿关节骨,anklebone
908,gada,ɡada,g'ada,ᡤ᠋ᠠᡩᠠ,908,疙瘩,"lump, knot"
909,gada mada,ɡada mada,g'ada mada,ᡤ᠋ᠠᡩᠠ ᠮᠠᡩᠠ,909,疙疙瘩瘩,"rough, bumpy"
910,gaem,ɡæm,gaimbi,ᡤᠠᡳᠮᠪᡳ,910,"拿, 取, 要",to take; to get/receive; to want
911,gaen,ɡæn,giyan,ᡤᡳᠶᠠᠨ,911,"理, 道理",reason
912,Gaeqem,ɢæqɯm,gaikvmbi,ᡤᠠᡳᡴᡡᠮᠪᡳ,912,吃惊,to be startled/amazed
913,gaevem,ɡævɯm,gaibumbi,ᡤᠠᡳᠪᡠᠮᠪᡳ,913,"使拿, 使取",causative form of gaem (= gaimbi)
914,Gaftem,ɢaftɯm,gabtambi,ᡤᠠᠪᡨᠠᠮᠪᡳ,914,弓射,to shoot (an arrow)
915,GafteXem,ɢaftɯʂɯm,gabtaxambi,ᡤᠠᠪᡨᠠᡧᠠᠮᠪᡳ,915,乱射,to fire arrows at random (at large quantity)
916,Gah,ɢaχ,gaha,ᡤᠠᡥᠠ,916,乌鸦,crow
917,gaijas,ɡajɖʐas,g'aijas,ᡤ᠋ᠠᡳᠵᠠᠰ,917,戒指,ring
918,GaireN,ɢajrɯŋ,garingga,ᡤᠠᡵᡳᠩᡤᠠ,918,淫荡女,lewd woman
919,Gaiti,ɢajti,gaitai,ᡤᠠᡳᡨᠠᡳ,919,"突然, 偶尔","suddenly, occasionally"
920,Gajem,ɢaɖʐɯm,gajimbi,ᡤᠠᠵᡳᠮᠪᡳ,920,带来,"to bring, to fetch"
921,Gajir,ɢadʒir,gajir,ᡤᠠᠵᡳᡵ,921,小气,stingy
922,Gal,ɡaɹ,gala,ᡤᠠᠯᠠ,922,手,"hand, arm "
923,Gal dam,ɢaɹ dam,gala dambi,ᡤᠠᠯᠠ ᡩᠠᠮᠪᡳ,923,动手,to set about (a task)
924,Galda,ɢaɹda,gala i da,ᡤᠠᠯᠠ ᡳ ᡩᠠ,924,翼长,commander of a military wing
925,galedem,ɡalɯdɯm,,,,速炒,to sauté quickly
926,Galei darem,ɡalɯj darɯm,gala i darama,ᡤᠠᠯᠠ ᡳ ᡩᠠᡵᠠᠮᠠ,926,手背,back of the hand
927,Galei faleN,ɡalɯj falɯŋ,gala i falanggv,ᡤᠠᠯᠠ ᡳ ᡶᠠᠯᠠᠩᡤᡡ,927,手掌,palm
928,Galei jalen,ɡalɯj ɖʐalɯn,gala i jalan,ᡤᠠᠯᠠ ᡳ ᠵᠠᠯᠠᠨ,928,肘关节,elbow joint
929,galem,ɡalɯm,g'alambi,ᡤ᠋ᠠᠯᠠᠮᠪᡳ,929,压卷,a top-ranking piece of poetry or literature
930,Galm,ɢaɹm,galambi,ᡤᠠᠯᠠᠮᠪᡳ,930,晴,"to clear up, to become sunny"
931,Galmen,ɢaɹmɯn,galman,ᡤᠠᠯᠮᠠᠨ,931,蚊子,mosquito
932,Gamem,ɢamɯm,gamambi,ᡤᠠᠮᠠᠮᠪᡳ,932,带走,"to carry, to take"
933,Gamjy,ɢamɖʐʲ,gamji,ᡤᠠᠮᠵᡳ,933,贪婪,"greedy, avaricious"
934,gaN,ɡaŋ,g'ang,ᡤ᠋ᠠᠩ,934,钢,steel
935,GaN,ɢaŋ,gang,ᡤᠠᠩ,935,犀利的顽固,greatly stubborn
936,Ganem,ɢanɯm,ganambi,ᡤᠠᠨᠠᠮᠪᡳ,936,去拿,to go to get/retrieve
937,GaNGardi,ɢaŋɢardi,ganggardi,ᡤᠠᠩᡤᠠᡵᡩᡳ,937,凰,phoenix
938,GaniN,ɢaniŋ,ganiongga,ᡤᠠᠨᡳᠣᠩᡤᠠ,938,怪异,"strange, mysterious"
939,GaRe yas,ɢaʁɯ jas,gaha yasa,ᡤᠠᡥᠠ ᠶᠠᠰᠠ,939,芡实,prickly water lily
940,garlek,ɡarlɯk,g'arlak,ᡤ᠋ᠠᡵᠯᠠᡴ,940,昆虫的一种,a kind of insect
941,Garq,ɢarq,,,,链子,chain
942,GarRen,ɢarʁɯn,gargan,ᡤᠠᡵᡤᠠᠨ,942,枝,branch
943,Gasen,ɢasɯn,gaxan,ᡤᠠᡧᠠᠨ,943,村,countryside
944,Gash,ɢasχ,gasha,ᡤᠠᠰᡥᠠ,944,飞禽,bird
945,Gashelm,ɢasχɯɹm,gasihalambi,ᡤᠠᠰᡳᡥᠠᠯᠠᠮᠪᡳ,945,受苦,to suffer hardship
946,Gashem,ɢasχɯm,gashvmbi,ᡤᠠᠰᡥᡡᠮᠪᡳ,946,起誓,to vow/swear
947,Gashen,ɢasχɯn,gashan,ᡤᠠᠰᡥᠠᠨ,947,灾,"disaster, calamity"
948,Gashen,ɢasχɯn,gashvn,ᡤᠠᠰᡥᡡᠨ,948,誓,oath
949,Gashenum,ɢasχɯnum,gashvnumbi,ᡤᠠᠰᡥᡡᠨᡠᠮᠪᡳ,949,起誓,to vow/swear
950,gava,ɡava,g'awa,ᡤ᠋ᠠᠸᠠ,950,锅巴,partly burned rice; scorched rice at the bottom of the pan
951,Gavel,ɢavɯɹ,gabula,ᡤᠠᠪᡠᠯᠠ,951,馋嘴,"glutton, gluttonous"
952,Gaveldem,ɢavɯɹdɯm,gabula aldabumbi,ᡤᠠᠪᡠᠯᠠ ᠠᠯᡩᠠᠪᡠᠮᠪᡳ,952,馋意,"to be ravenous, to guzzle"
953,gaw,ɡɑw,geo,ᡤᡝᠣ,953,母马,mare (female horse)
954*,gaza,ɡaza,,,,痂,scab
955,gecem,ɡɯʈʂɯm,gecembi,ᡤᡝᠴᡝᠮᠪᡳ,955,冻,to freeze
956,gegen,ɡɯɡɯn,gegen,ᡤᡝᡤᡝᠨ,956,活佛,Living Buddha
957,gejerem,ɡɯɖʐɯrɯm,gejurembi,ᡤᡝᠵᡠᡵᡝᠮᠪᡳ,957,勒索,"to blackmail, to extort"
958,gel,ɡɯɹ,geli,ᡤᡝᠯᡳ,958,还,"also, still, again"
959,geldeN meldeN,ɡɯɹdɯŋ mɯɹdɯŋ,geldeng meldeng,ᡤᡝᠯᡩᡝᠩ ᠮᡝᠯᡩᡝᠩ,959,颠颠的,"rough, bumpy"
960,gEleN GoloN,ɡəlɯŋ ɢɔlɔŋ,gelengge golonggo,ᡤᡝᠯᡝᠩᡤᡝ ᡤᠣᠯᠣᠩᡤᠣ,960,担惊受怕,to be alarmed
961,gEler maN,ɡəlɯr maŋ,gelere mangga,ᡤᡝᠯᡝᡵᡝ ᠮᠠᠩᡤᠠ,961,胆小,"cowardly, timid"
962,gElevem,ɡəlɯvɯm,gelebumbi,ᡤᡝᠯᡝᠪᡠᠮᠪᡳ,962,恐吓,"(causative form of gElm (= gelembi)) to threaten, to scare"
963,geleXwkw,ɡɯlɯʂʷkʷ,gelecuke,ᡤᡝᠯᡝᠴᡠᡴᡝ,963,"厉害的, 让人害怕的","terrible, powerful, frightening"
964,gElm,ɡəɹm,gelembi,ᡤᡝᠯᡝᠮᠪᡳ,964,害怕,to fear; to be afraid
965,gEmulem,ɡəmulɯm,gemulembi,ᡤᡝᠮᡠᠯᡝᠮᠪᡳ,965,建都,to establish a capital 
966,gEmun,ɡəmun,gemun,ᡤᡝᠮᡠᠨ,966,首都,capital
967,gEmun hotun,ɡəmun χɔtun,gemun hoton,ᡤᡝᠮᡠᠨ ᡥᠣᡨᠣᠨ,967,城市,city 
968,gencEl,ɡɯnʈʂəɹ,,,,羹匙,soup spoon
969,genda,ɡɯnda,gen i da,ᡤᡝᠨ ᡳ ᡩᠠ,969,脖根,base of neck 
970,genem,ɡɯnɯm,genembi,ᡤᡝᠨᡝᠮᠪᡳ,970,去,to go
971,genterem,ɡɯntɯrɯm,geterembi,ᡤᡝᡨᡝᡵᡝᠮᠪᡳ,971,净,to be clean
972,genterevem,ɡɯntɯrɯvɯm,geterebumbi,ᡤᡝᡨᡝᡵᡝᠪᡠᠮᠪᡳ,972,使净,causative form of genterem (= geterembi)
973,gentulm,ɡɯntuɹm,gentulembi,ᡤᡝᠨᡨᡠᠯᡝᠮᠪᡳ,973,翻倒,to fall down/stumble
974,gentulvem,ɡɯntuɹvɯm,gentulebumbi,ᡤᡝᠨᡨᡠᠯᡝᠪᡠᠮᠪᡳ,974,使甩翻,causative form of gentulm (= gentulembi)
975,gerem,ɡɯrɯm,gerembi,ᡤᡝᡵᡝᠮᠪᡳ,975,天亮,(of a day) to break
976,gEren,ɡərɯn,geren,ᡤᡝᡵᡝᠨ,976,众,"many, numerous"
977,gErEnofy,ɡərənɔfʲ,gerenofi,ᡤᡝᡵᡝᠨᠣᡶᡳ,977,大家,everybody
978,german,ɡɯrman,german,ᡤᡝᡵᠮᠠᠨ,978,德国,Germany
979,gerVen,ɡɯrɣɯn,gerhen,ᡤᡝᡵᡥᡝᠨ,979,(天空) 光亮,(of the sky) bright
980,gery fary,ɡɯrʲ farʲ,geri fari,ᡤᡝᡵᡳ ᡶᠠᡵᡳ,980,蒙蒙亮,daybreak
981,ges,ɡɯs,gese,ᡤᡝᠰᡝ,981,如 ,"like, same"
982,getem,ɡɯtɯm,getembi,ᡤᡝᡨᡝᠮᠪᡳ,982,醒,"to wake up, to waken"
983,getevem,ɡɯtɯvɯm,getebumbi,ᡤᡝᡨᡝᠪᡠᠮᠪᡳ,983,使醒,causative form of getem (= getembi)
984,gEtwkun,ɡətʷkun,getuken,ᡤᡝᡨᡠᡴᡝᠨ,984,"清晰, 明白","clear, distinct understandable"
985,gEtwxuN,ɡətʷxuŋ,getukengge,ᡤᡝᡨᡠᡴᡝᠩᡤᡝ,985,清晰的,"clear, distinct"
986,gev ,ɡɯv,gebu,ᡤᡝᠪᡠ,986,"名字, 名称",name
987,geVe,ɡɯɣɯ,gege,ᡤᡝᡤᡝ,987,姐姐,elder sister
988,geVe,ɡɯɣɯ,gege,ᡤᡝᡤᡝ,988,"女士, 美女",young lady (addressing term)
989,gevelm,ɡɯvɯɹm,gebulembi,ᡤᡝᠪᡠᠯᡝᠮᠪᡳ,989,命名,"to name, to call by name"
990,geveN,ɡɯvɯŋ,gebungge,ᡤᡝᠪᡠᠩᡤᡝ,990,出名的,named ...; well-known
991,gicwkw,ɡiʈʂʷkʷ,gicuku,ᡤᡳᠴᡠᡴᡠ,991,羞愧的,"shameful, disgraceful"
992,gida,ɡida,gida,ᡤᡳᡩᠠ,992,长枪,"spear, pike"
993,gidalm,ɡidaɹm,gidalambi,ᡤᡳᡩᠠᠯᠠᠮᠪᡳ,993,枪刺,to stab with a spear
994,gidam,ɡidam,gidambi,ᡤᡳᡩᠠᠮᠪᡳ,994,压,to press down
995,gidavem,ɡidavɯm,gidabumbi,ᡤᡳᡩᠠᠪᡠᠮᠪᡳ,995,被压,passive form of gidam (= gidambi)
996,gidaXem,ɡidaʂɯm,gidaxambi,ᡤᡳᡩᠠᡧᠠᠮᠪᡳ,996,压迫,to oppress
997,gigu arem,ɡiɡu arɯm,giogin arambi,ᡤᡳᠣᡤᡳᠨ ᠠᡵᠠᠮᠪᡳ,997,和尚双手合十,"(of monks) to put both hands together (in prayer, greeting)"
998,gijicukw,ɡidʒiʈʂukʷ,,,,笑痒,ticklish 
999,gijilm,ɡidʒiɹm,gejilembi,ᡤᡝᠵᡳᠯᡝᠮᠪᡳ,999,腋下挠痒,to scratch one's armpit
1000,gijya,ɡiɖʐʲa,gija,ᡤᡳᠵᠠ,1000,碎块,fragment
1001,gijya mo,ɡiɖʐʲa mɔ,gija moo,ᡤᡳᠵᠠ ᠮᠣᠣ,1001,段木,stick of wood
1002,gijyajem,ɡiɖʐʲaɖʐɯm,gijajembi,ᡤᡳᠵᠠᠵᡝᠮᠪᡳ,1002,碎了,to be shattered
1003,gijyalem,ɡiɖʐʲalɯm,gijalambi,ᡤᡳᠵᠠᠯᠠᠮᠪᡳ,1003,弄碎,to break into pieces; to crumble
1004,gijyaXx mo,ɡiɖʐʲaʂx mɔ,gijaxaha moo,ᡤᡳᠵᠠᡧᠠᡥᠠ ᠮᠣᠣ,1004,碎木,wood chip
1005,giljarxem,ɡiɹɖʐarxɯm,giljarxambi,ᡤᡳᠯᠵᠠᡵᡧᠠᠮᠪᡳ,1005,闪耀,to glisten
1006,giltaXem,ɡiɹtaʂɯm,giltarxambi,ᡤᡳᠯᡨᠠᡵᡧᠠᠮᠪᡳ,1006,闪光,to flash
1007,gin,ɡin,gin,ᡤᡳᠨ,1007,斤,"catty (unit of weight, ~500g)"
1008,gincyxyan,ɡintɕʲxʲan,gincihiyan,ᡤᡳᠨᠴᡳᡥᡳᠶᠠᠨ,1008,秀美,"elegant, graceful"
1009,gindana,ɡindana,gindana,ᡤᡳᠨᡩᠠᠨᠠ,1009,地牢,"prison, jail"
1010,giNin,ɡiŋin,genggiyen,ᡤᡝᠩᡤᡳᠶᡝᠨ,1010,明,"light, bright, clear"
1011,giNlem,ɡiŋlɯm,ginglembi,ᡤᡳᠩᠯᡝᠮᠪᡳ,1011,称 (称重之称),weight
1012,giNlem,ɡiŋlɯm,ginglembi,ᡤᡳᠩᠯᡝᠮᠪᡳ,1012,用挂称称,to weigh by hanging
1013,giNucem,ɡiŋuʈʂɯm,ginggucembi,ᡤᡳᠩᡤᡠᠴᡝᠮᠪᡳ,1013,敬,to respect 
1014,giNulem,ɡiŋulɯm,ginggulembi,ᡤᡳᠩᡤᡠᠯᡝᠮᠪᡳ,1014,敬,to respect
1015,giraN,ɡiraŋ,giranggi,ᡤᡳᡵᠠᠩᡤᡳ,1015,骨头,bone
1016,giran,ɡiran,giran,ᡤᡳᡵᠠᠨ,1016,尸体,"dead body, corpse"
1017,girem,ɡirɯm,girumbi,ᡤᡳᡵᡠᠮᠪᡳ,1017,羞愧,to feel ashamed
1018,giricun,ɡiriʈʂun,girucun,ᡤᡳᡵᡠᠴᡠᠨ,1018,羞愧,"shame, disgrace"
