Entry,Spoken,IPA,Written,Script Version,Script,Mandarin,English
807,fetem,fɯtɯm,fetembi,ᡶᡝᡨᡝ᠋ᠮᠪᡳ,,挖,to dig
808,feterem,fɯtɯrɯm,feterembi,ᡶᡝᡨᡝ᠋ᡵᡝᠮᠪᡳ,,挖,to dig
809*,fevei filcin,fɯvɯj fiɹtɕin,fefe i fulcin,ᡶᡝᡶᡝ ᡳ ᡶᡠᠯᠴᡳᠨ,,阴唇,labia
810,feyim,fɯjim,fuyembi,ᡶᡠᠶᡝᠮᠪᡳ,,"沸, 剥皮",to boil; to skin
811,feyivem,fɯjivɯm,fuyebumbi,ᡶᡠᠶᡝᠪᡠᠮᠪᡳ,,使沸腾,causative form of feyim (= fuyembi)
812,ficam,fiʈʂam,ficambi,ᡶᡳᠴᠠᠮᠪᡳ,,"吹哨, 吹笛","to whistle, to blow a pipe, to play a flute"
813,fican,fiʈʂan,fican,ᡶᡳᠴᠠᠨ,,哨,whistle
814,ficaqw,fiʈʂaqʷ,ficakv,ᡶᡳᠴᠠᡴᡡ,,"笛子, 哨子","flute, pipe"
815,ficyx,fitɕʲx,fucihi,ᡶᡠᠴᡳᡥᡳ,,佛,Buddha
816,ficyxalm,fitɕʲxaɹm,fucihiyalambi,ᡶᡠᠴᡳᡥᡳᠶᠠᠯᠠᠮᠪᡳ,,烧皮毛,to singe
817,fii,fii,,,,簸箕,"dustpan, wicker"
818,fii,fii,fi,ᡶᡳ,,笔,"writing brush, pen"
819,fila,fila,fila,ᡶᡳᠯᠠ,,碟子,"dish, plate"
820,filcin,fiɹtɕin,fulcin,ᡶᡠᠯᠴᡳᠨ,,颊,cheeks
821,filem,filɯm,fiyelembi,ᡶᡳᠶᡝᠯᡝᠮᠪᡳ,,编辑,"to edit, to compile"
822,filEn,filən,fiyelen,ᡶ᠋ᡳᠶᡝᠯᡝᠨ,,章(章节),chapter
823,filiN,filiŋ,fulenggi,ᡶᡠᠯᡝᠩᡤᡳ,,"灰, 癣",ashes; ringworm
824,filVem,fiɹɣɯm,fulgiyembi,ᡶᡠᠯᡤᡳᠶᡝᠮᠪᡳ,,吹,to blow
825,finVeN soq,finɣɯŋ sɔq,funiyehengge sukv,ᡶᡠᠨᡳᠶᡝᡥᡝᠩᡤᡝ ᠰᡠᡴᡡ,,毛皮,"pelt, fur"
826,finx,finx,funiyehe,ᡶᡠᠨᡳᠶᡝᡥᡝ,,"头发, 毛发","hair, fur"
827,fis,fis,feise,ᡶᡝᡳ᠌ᠰᡝ,,土砖,earth brick
828,fisa,fisa,fisa,ᡶᡳᠰᠠ,,背,back (of a body)
829,fisin,fiɕin,fisin,ᡶᡳᠰᡳᠨ,,密集,"concentrated, dense"
830,fitem,fitɯm,faitambi,ᡶᠠᡳ᠌ᡨ᠋ᠠᠮᠪᡳ,,砍断,to cut (off)
831,fitxem,fitxɯm,fithembi,ᡶᡳᡨᡥᡝᠮᠪᡳ,,用手指弹,"to pluck, to play (a stringed instrument)"
832,fiVem,fiɣɯm,fihembi,ᡶᡳᡥᡝᠮᠪᡳ,,塞进,to stuff inside
833,fiVevem,fiɣɯvɯm,fihebumbi,ᡶᡳᡥᡝᠪᡠᠮᠪᡳ,,使塞进,causative form of fiVem (= fihembi)
834,fix,fix,fehi,ᡶᡝᡥᡳ,,脑,brain
835,fixt,fixt,fehitu,ᡶᡝᡥᡳᡨᡠ᠋,,没脑子的,"thick-headed, dull"
836,folhw,fɔɹχʷ,fulhv,ᡶᡠᠯᡥᡡ,,袋子,"bag, sack"
837,foliN,fɔliŋ,folingga,ᡶᠣᠯᡳᠩᡤᠠ,,"多事儿, 多嘴","a bore, chatterbox"
838,folum,fɔlum,folombi,ᡶ᠋ᠣᠯᠣᠮᠪᡳ,,刻(雕刻),to carve
839,fomocy,fɔmɔtɕʲ,fomoci,ᡶᠣᠮᠣᠴᡳ,,袜子,socks
840,fon,fɔn,fon,ᡶᠣᠨ,,时段,time interval
841,fond,fɔnd,funde,ᡶ᠋ᡠᠨᡩᡝ᠋,,替,"in place of, instead of"
842,fondolm,fɔndɔɹm,fondolombi,ᡶ᠋ᠣᠨᡩ᠋ᠣᠯᠣᠮᠪᡳ,,穿透,to pass through
843,fondqw,fɔndqʷ,fondokv,ᡶ᠋ᠣᠨᡩ᠋ᠣᡴᡡ,,"破口, 小洞","tear, hole"
844,forqw,fɔrqʷ,forko,ᡶᠣᡵᡴᠣ,,纺车,spinning wheel
845,forRoXem,fɔrʁɔʂɯm,forgoxombi,ᡶᠣᡵᡤᠣᡧᠣᠮᠪᡳ,,"变换, 转换, 调换; 循环","to transform, to convert, to change; to circle around, to revolve"
846,forRun,fɔrʁun,forgon,ᡶᠣᡵᡤᠣᠨ,,季节,season
847,forum,fɔrum,forombi,ᡶᠣᡵᠣᠮᠪᡳ,,纺线,to spin
848,forun,fɔrun,foron,ᡶᠣᡵᠣᠨ,,顶,"summit, top"
849,foshun,fɔsχun,fusihvn,ᡶᡠᠰᡳᡥᡡᠨ,,"下面的, 低贱的","below, under; lowly/humble"
850,foshuXum,fɔsχuʂum,fusihvxembi,ᡶᡠᠰᡳᡥᡡᡧᡝᠮᠪᡳ,,作贱,to look down upon; to despise
851,fosum,fɔsum,foxombi,ᡶᠣᡧᠣᠮᠪᡳ,,照,"to shine/light, to illuminate"
852,fosyhulm,fɔsʲχuɹm,fusihvlambi,ᡶᡠᠰᡳᡥᡡᠯᠠᠮᠪᡳ,,轻辱,to look down upon; to despise
853,fudujem,fuduɖʐɯm,fudejembi,ᡶ᠋ᡠᡩᡝ᠋ᠵᡝᠮᠪᡳ,,(自行) 拆解,(intransitive) to tear open
854,fudulm,fuduɹm,fudelembi,ᡶ᠋ᡠᡩᡝ᠋ᠯᡝᠮᠪᡳ,,拆,to unseam; to tear/take apart
855,fukum,fukum,fekumbi,ᡶᡝᡴᡠᠮᠪᡳ,,跃,to jump/leap
856,fulaRun,fulaʁun,fulahvn,ᡶᡠᠯᠠᡥᡡᠨ,,红红的,red
857,fulu,fulu,fulu,ᡶᡠᠯᡠ,,富余,"ample, more than expected, surplus"
858,fulxw,fuɹxʷ,fulehe,ᡶᡠᠯᡝᡥᡝ,,植物根 ,root (of a plant)
859,fuNal,fuŋaɹ,funggala,ᡶᡠᠩᡤᠠᠯᠠ,,羽毛,feather
860,fuNkw,fuŋkʷ,fungku,ᡶᡠᠩᡴᡠ,,毛巾,towel
861,fuNsun,fuŋsun,fungxun,ᡶᡠᠩᡧᡠᠨ,,"臊, 骚味","smell of urine, foul smell"
862,fuqa,fuqa,fuka,ᡶᡠᡴᠠ,,"泡, 圈","bubble, blister; a circle"
863,fuqalem,fuqalɯm,fukalem,ᡶᡠᡴᠠᠯᡝᠮ,,"起泡, 起圈",(of a bubble) to rise; (of a circle) to form
864,fuqanem,fuqanɯm,fukanambi,ᡶᡠᡴᠠᠨᠠᠮᠪᡳ,,起泡,"to bulge, to swell; to inflate"
865,fuqanevem,fuqanɯvɯm,fukanabumbi,ᡶᡠᡴᠠᠨᠠᠪᡠᠮᠪᡳ,,使起泡,causative form of fuqanem (= fukanambi)
866,fuqarem,fuqarɯm,fukarambi,ᡶᡠᡴᠠᡵᠠᠮᠪᡳ,,起泡,"to bubble, foam"
867,fuqarevem,fuqarɯvɯm,fukarabumbi,ᡶᡠᡴᠠᡵᠠᠪᡠᠮᠪᡳ,,使起泡,causative form of fuqarem (= fukarambi)
868,furum,furum,furumbi,ᡶᡠᡵᡠᠮᠪᡳ,,切,to cut
869,furunum,furunum,furumbi,ᡶᡠᡵᡠᠮᠪᡳ,,潜水,to go under water; to submerge
870,fus,fus,fuse,ᡶᡠᠰᡝ,,糠,"bran, chaff"
871,fus,fus,fus,ᡶᡠᠰ,,穿透状,appearance of being penetrated
872,fusujem,fusuɖʐɯm,fusejembi,ᡶᡠᠰᡝᠵᡝᠮᠪᡳ,,穿透,to break through; to penetrate
873,fusulum,fusulum,fusulembi,ᡶᡠᠰᡠᠯᡝᠮᠪᡳ,,通破,to knock the bottom out
874,fusum,fusum,fusumbi,ᡶᡠᠰᡠᠮᠪᡳ,,洒,"to sprinkle, to spurt, to spray"
875,fusuvem,fusuvɯm,fusubumbi,ᡶᡠᠰᡠᠪᡠᠮᠪᡳ,,喷,(causative form of fusum (= fusumbi))
876,fuswxulm,fusʷxuɹm,feshelembi,ᡶᡝᠰᡥᡝᠯᡝᠮᠪᡳ,,踢,to kick
877,fusxucum,fusxuʈʂum,feshecumbi,ᡶᡝᠰᡥᡝᠴᡠᠮᠪᡳ,,踢,to kick 
878,fusxuXum,fusxuʂum,feshexumbi,ᡶᡝᠰᡥᡝᡧᡠᠮᠪᡳ,,踢,to kick 
879,futurem,futurɯm,futerembi,ᡶ᠋ᡠᡨᡝ᠋ᡵᡝᠮᠪᡳ,,皱了,to wrinkle; to frizz
880,futurevem,futurɯvɯm,futurembi,ᡶ᠋ᡠᡨᡠ᠋ᡵᡝᠮᠪᡳ,,皱了,to frizz
881,futurkw,futurkʷ,,,,皱纹,"wrinkle, wrinkled; frizzly, frizzled"
882,futurkw,futurkʷ,futereku,ᡶ᠋ᡠᡨᡝ᠋ᡵᡝᡴᡠ,,皱纹,wrinkle (on clothes)
883,futurum,futurum,futerembi,ᡶ᠋ᡠᡨᡝ᠋ᡵᡝᠮᠪᡳ,,起皱,to wrinkle
884,fuVjin,fuɣdʒin,fukjin,ᡶᡠᡴᠵᡳᠨ,,创始,"beginning, foundation"
885,fuVum,fuɣum,fehumbi,ᡶᡝᡥᡠᠮᠪᡳ,,踩,to step/tread on
886,fuVuXum,fuɣuʂum,fehubumbi,ᡶᡝᡥᡠᠪᡠᠮᠪᡳ,,使踩,causative form of fuVum (= fehumbi)
887,fuxw,fuxʷ,fuhu,ᡶᡠᡥᡠ,,"瘊子, 树瘤","wart, (tree) knot"
888,fyala,fʲala,fiyala,ᡶᡳᠶᠠᠯᠠ,,雪橇,"sled, sleigh"
889,fyaNqalen,fʲaŋqalɯn,fangkalan,ᡶᠠᠩᡴᠠᠯᠠᠨ,,"矮, 低","short, low"
890,fyaq,fʲaq,fiyakv,ᡶᡳᠶᠠᡴᡡ,,光身子,"naked, nudity"
891,fyaqelem,fʲaqɯlɯm,,,,正面打,to strike directly
892,fyaqem,fʲaqɯm,fiyakvmbi,ᡶᡳᠶᠠᡴᡡᠮᠪᡳ,,烤,to roast; to bake/broil
893,fyaw,fʲɑw,fio,ᡶᡳᠣ,,屁,"fart, gas"
894,fyenjicem,fʲəndʒiʈʂɯm,fonjicembi,ᡶᠣᠨᠵᡳᠴᡝᠮᠪᡳ,,问问题,to ask (a question)
895,fyenjim,fʲəndʒim,fonjin,ᡶᠣᠨᠵᡳᠨ,,问题,question
896,fyenjinem,fʲəndʒinɯm,fonjinambi,ᡶᠣᠨᠵᡳᠨᠠᠮᠪᡳ,,问问题,to ask (a question)
897,fyenjiXem,fʲəndʒiʂɯm,fonjixambi,ᡶᠣᠨᠵᡳᡧᠠᠮᠪᡳ,,问问题,to ask (a question)
898,fyenjyx hocwhun ,fʲənɖʐʲx χɔʈʂʷχun,fonjiha hocihon,ᡶᠣᠨᠵᡳᡥᠠ ᡥᠣᠴᡳᡥᠣᠨ,,嫁的丈夫,engaged male (husband)
899,fyenjyx xex,fʲənɖʐʲx xɯx,fonjiha hehe,ᡶᠣᠨᠵᡳᡥᠠ ᡥᡝᡥᡝ,,娶的妻子,engaged female (wife)
900,fyerem,fʲərɯm,forimbi,ᡶᠣᡵᡳᠮᠪᡳ,,打,"to pound, beat, strike, knock"
901,fyerevem,fʲərɯvɯm,foribumbi,ᡶᠣᡵᡳᠪᡠᠮᠪᡳ,,"使打, 被打",causative/passive form of fyerem (= forimbi)
902,fyes,fʲəs,fiyoose,ᡶᡳᠶᠣᠣᠰᡝ,,水瓢,ladle
903,fyetem,fʲətɯm,fiotembi,ᡶ᠋ᡳᠣᡨᡝ᠋ᠮᠪᡳ,,放屁,to fart; to break wind
904,fyetqenem,fʲətqɯnɯm,fithenembi,ᡶᡳᡨᡥᡝᠨᡝᠮᠪᡳ,,绽放,to blossom
905,fyoRolun,fʲɔʁɔlun,foholon,ᡶᠣᡥᠣᠯᠣᠨ,,短,short
906,Ga Ga,ɢa ɢa,ga ga,ᡤᠠ ᡤᠠ,,乌鸦叫声,(crow sound)
907,Gacqu,ɢaʈʂqu,galcuka,ᡤᠠᠯᠴᡠᡴᠠ,,后腿关节骨,anklebone
908,gada,ɡada,g'ada,ᡬᠠᡩ᠋ᠠ,,疙瘩,"lump, knot"
909,gada mada,ɡada mada,g'ada mada,ᡬᠠᡩ᠋ᠠ ᠮᠠᡩ᠋ᠠ,,疙疙瘩瘩,"rough, bumpy"
910,gaem,ɡæm,gaimbi,ᡤᠠᡳ᠌ᠮᠪᡳ,,"拿, 取, 要",to take; to get/receive; to want
911,gaen,ɡæn,giyan,ᡤᡳᠶᠠᠨ,,"理, 道理",reason
912,Gaeqem,ɢæqɯm,gaikvmbi,ᡤᠠᡳ᠌ᡴᡡᠮᠪᡳ,,吃惊,to be startled/amazed
913,gaevem,ɡævɯm,gaibumbi,ᡤᠠᡳ᠌ᠪᡠᠮᠪᡳ,,"使拿, 使取",causative form of gaem (= gaimbi)
914,Gaftem,ɢaftɯm,gabtambi,ᡤᠠᠪᡨ᠋ᠠᠮᠪᡳ,,弓射,to shoot (an arrow)
915,GafteXem,ɢaftɯʂɯm,gabtaxambi,ᡤᠠᠪᡨ᠋ᠠᡧᠠᠮᠪᡳ,,乱射,to fire arrows at random (at large quantity)
916,Gah,ɢaχ,gaha,ᡤᠠᡥᠠ,,乌鸦,crow
917,gaijas,ɡajɖʐas,g'aijas,ᡬᠠᡳ᠌ᠵᠠᠰ,,戒指,ring
918,GaireN,ɢajrɯŋ,garingga,ᡤᠠᡵᡳᠩᡤᠠ,,淫荡女,lewd woman
919,Gaiti,ɢajti,gaitai,ᡤᠠᡳᡨ᠋ᠠᡳ,,"突然, 偶尔","suddenly, occasionally"
920,Gajem,ɢaɖʐɯm,gajimbi,ᡤᠠᠵᡳᠮᠪᡳ,,带来,"to bring, to fetch"
921,Gajir,ɢadʒir,gajir,ᡤᠠᠵᡳᡵ,,小气,stingy
922,Gal,ɡaɹ,gala,ᡤᠠᠯᠠ,,手,"hand, arm "
923,Gal dam,ɢaɹ dam,gala dambi,ᡤᠠᠯᠠ ᡩᠠᠮᠪᡳ,,动手,to set about (a task)
924,Galda,ɢaɹda,gala i da,ᡤᠠᠯᠠ ᡳ ᡩᠠ,,翼长,commander of a military wing
925,galedem,ɡalɯdɯm,,,,速炒,to sauté quickly
926,Galei darem,ɡalɯj darɯm,gala i darama,ᡤᠠᠯᠠ ᡳ ᡩᠠᡵᠠᠮᠠ,,手背,back of the hand
927,Galei faleN,ɡalɯj falɯŋ,gala i falanggv,ᡤᠠᠯᠠ ᡳ ᡶᠠᠯᠠᠩᡤᡡ,,手掌,palm
928,Galei jalen,ɡalɯj ɖʐalɯn,gala i jalan,ᡤᠠᠯᠠ ᡳ ᠵᠠᠯᠠᠨ,,肘关节,elbow joint
929,galem,ɡalɯm,g'alambi,ᡬᠠᠯᠠᠮᠪᡳ,,压卷,a top-ranking piece of poetry or literature
930,Galm,ɢaɹm,galambi,ᡤᠠᠯᠠᠮᠪᡳ,,晴,"to clear up, to become sunny"
931,Galmen,ɢaɹmɯn,galman,ᡤᠠᠯᠮᠠᠨ,,蚊子,mosquito
932,Gamem,ɢamɯm,gamambi,ᡤᠠᠮᠠᠮᠪᡳ,,带走,"to carry, to take"
933,Gamjy,ɢamɖʐʲ,gamji,ᡤᠠᠮᠵᡳ,,贪婪,"greedy, avaricious"
934,gaN,ɡaŋ,g'ang,ᡬᠠᠩ,,钢,steel
935,GaN,ɢaŋ,gang,ᡤᠠᠩ,,犀利的顽固,greatly stubborn
936,Ganem,ɢanɯm,ganambi,ᡤᠠᠨᠠᠮᠪᡳ,,去拿,to go to get/retrieve
937,GaNGardi,ɢaŋɢardi,ganggardi,ᡤᠠᠩᡤᠠᡵᡩ᠋ᡳ,,凰,phoenix
938,GaniN,ɢaniŋ,ganiongga,ᡤᠠᠨᡳᠣᠩᡤᠠ,,怪异,"strange, mysterious"
939,GaRe yas,ɢaʁɯ jas,gaha yasa,ᡤᠠᡥᠠ ᠶᠠᠰᠠ,,芡实,prickly water lily
940,garlek,ɡarlɯk,g'arlak,ᡬᠠᡵᠯᠠᡴ,,昆虫的一种,a kind of insect
941,Garq,ɢarq,,,,链子,chain
942,GarRen,ɢarʁɯn,gargan,ᡤᠠᡵᡤᠠᠨ,,枝,branch
943,Gasen,ɢasɯn,gaxan,ᡤᠠᡧᠠᠨ,,村,countryside
944,Gash,ɢasχ,gasha,ᡤᠠᠰᡥᠠ,,飞禽,bird
945,Gashelm,ɢasχɯɹm,gasihalambi,ᡤᠠᠰᡳᡥᠠᠯᠠᠮᠪᡳ,,受苦,to suffer hardship
946,Gashem,ɢasχɯm,gashvmbi,ᡤᠠᠰᡥᡡᠮᠪᡳ,,起誓,to vow/swear
947,Gashen,ɢasχɯn,gashan,ᡤᠠᠰᡥᠠᠨ,,灾,"disaster, calamity"
948,Gashen,ɢasχɯn,gashvn,ᡤᠠᠰᡥᡡᠨ,,誓,oath
949,Gashenum,ɢasχɯnum,gashvnumbi,ᡤᠠᠰᡥᡡᠨᡠᠮᠪᡳ,,起誓,to vow/swear
950,gava,ɡava,g'awa,ᡬᠠᠸᠠ,,锅巴,partly burned rice; scorched rice at the bottom of the pan
951,Gavel,ɢavɯɹ,gabula,ᡤᠠᠪᡠᠯᠠ,,馋嘴,"glutton, gluttonous"
952,Gaveldem,ɢavɯɹdɯm,gabula aldabumbi,ᡤᠠᠪᡠᠯᠠ ᠠᠯᡩ᠋ᠠᠪᡠᠮᠪᡳ,,馋意,"to be ravenous, to guzzle"
953,gaw,ɡɑw,geo,ᡤᡝᠣ,,母马,mare (female horse)
954*,gaza,ɡaza,,,,痂,scab
955,gecem,ɡɯʈʂɯm,gecembi,ᡤᡝᠴᡝᠮᠪᡳ,,冻,to freeze
956,gegen,ɡɯɡɯn,gegen,ᡤᡝᡤᡝᠨ,,活佛,Living Buddha
957,gejerem,ɡɯɖʐɯrɯm,gejurembi,ᡤᡝᠵᡠᡵᡝᠮᠪᡳ,,勒索,"to blackmail, to extort"
958,gel,ɡɯɹ,geli,ᡤᡝᠯᡳ,,还,"also, still, again"
959,geldeN meldeN,ɡɯɹdɯŋ mɯɹdɯŋ,geldeng meldeng,ᡤᡝᠯᡩᡝ᠋ᠩ ᠮᡝᠯᡩᡝ᠋ᠩ,,颠颠的,"rough, bumpy"
960,gEleN GoloN,ɡəlɯŋ ɢɔlɔŋ,gelengge golonggo,ᡤᡝᠯᡝᠩᡤᡝ ᡤᠣᠯᠣᠩᡤᠣ,,担惊受怕,to be alarmed
961,gEler maN,ɡəlɯr maŋ,gelere mangga,ᡤᡝᠯᡝᡵᡝ ᠮᠠᠩᡤᠠ,,胆小,"cowardly, timid"
962,gElevem,ɡəlɯvɯm,gelebumbi,ᡤᡝᠯᡝᠪᡠᠮᠪᡳ,,恐吓,"(causative form of gElm (= gelembi)) to threaten, to scare"
963,geleXwkw,ɡɯlɯʂʷkʷ,gelecuke,ᡤᡝᠯᡝᠴᡠᡴᡝ,,"厉害的, 让人害怕的","terrible, powerful, frightening"
964,gElm,ɡəɹm,gelembi,ᡤᡝᠯᡝᠮᠪᡳ,,害怕,to fear; to be afraid
965,gEmulem,ɡəmulɯm,gemulembi,ᡤᡝᠮᡠᠯᡝᠮᠪᡳ,,建都,to establish a capital 
966,gEmun,ɡəmun,gemun,ᡤᡝᠮᡠᠨ,,首都,capital
967,gEmun hotun,ɡəmun χɔtun,gemun hoton,ᡤᡝᠮᡠᠨ ᡥᠣᡨ᠋ᠣᠨ,,都城,capital city
968,gencEl,ɡɯnʈʂəɹ,,,,羹匙,soup spoon
969,genda,ɡɯnda,gen i da,ᡤᡝᠨ ᡳ ᡩᠠ,,脖根,base of neck 
970,genem,ɡɯnɯm,genembi,ᡤᡝᠨᡝᠮᠪᡳ,,去,to go
971,genterem,ɡɯntɯrɯm,geterembi,ᡤᡝᡨᡝ᠋ᡵᡝᠮᠪᡳ,,净,to be clean
972,genterevem,ɡɯntɯrɯvɯm,geterebumbi,ᡤᡝᡨᡝ᠋ᡵᡝᠪᡠᠮᠪᡳ,,使净,causative form of genterem (= geterembi)
973,gentulm,ɡɯntuɹm,gentulembi,ᡤᡝᠨᡨᡠ᠋ᠯᡝᠮᠪᡳ,,翻倒,to fall down/stumble
974,gentulvem,ɡɯntuɹvɯm,gentulebumbi,ᡤᡝᠨᡨᡠ᠋ᠯᡝᠪᡠᠮᠪᡳ,,使甩翻,causative form of gentulm (= gentulembi)
975,gerem,ɡɯrɯm,gerembi,ᡤᡝᡵᡝᠮᠪᡳ,,天亮,(of a day) to break
976,gEren,ɡərɯn,geren,ᡤᡝᡵᡝᠨ,,众,"many, numerous"
977,gErEnofy,ɡərənɔfʲ,gerenofi,ᡤᡝᡵᡝᠨᠣᡶᡳ,,大家,everybody
978,german,ɡɯrman,german,ᡤᡝᡵᠮᠠᠨ,,德国,Germany
979,gerVen,ɡɯrɣɯn,gerhen,ᡤᡝᡵᡥᡝᠨ,,(天空) 光亮,(of the sky) bright
980,gery fary,ɡɯrʲ farʲ,geri fari,ᡤᡝᡵᡳ ᡶᠠᡵᡳ,,蒙蒙亮,daybreak
981,ges,ɡɯs,gese,ᡤᡝᠰᡝ,,如 ,"like, same"
982,getem,ɡɯtɯm,getembi,ᡤᡝᡨᡝ᠋ᠮᠪᡳ,,醒,"to wake up, to waken"
983,getevem,ɡɯtɯvɯm,getebumbi,ᡤᡝᡨᡝ᠋ᠪᡠᠮᠪᡳ,,使醒,causative form of getem (= getembi)
984,gEtwkun,ɡətʷkun,getuken,ᡤᡝᡨᡠ᠋ᡴᡝᠨ,,"清晰, 明白","clear, distinct understandable"
985,gEtwxuN,ɡətʷxuŋ,getukengge,ᡤᡝᡨᡠ᠋ᡴᡝᠩᡤᡝ,,清晰的,"clear, distinct"
986,gev ,ɡɯv,gebu,ᡤᡝᠪᡠ,,"名字, 名称",name
987,geVe,ɡɯɣɯ,gege,ᡤᡝᡤᡝ,,姐姐,elder sister
988,geVe,ɡɯɣɯ,gege,ᡤᡝᡤᡝ,,"女士, 美女",young lady (addressing term)
989,gevelm,ɡɯvɯɹm,gebulembi,ᡤᡝᠪᡠᠯᡝᠮᠪᡳ,,命名,"to name, to call by name"
990,geveN,ɡɯvɯŋ,gebungge,ᡤᡝᠪᡠᠩᡤᡝ,,出名的,named ...; well-known
991,gicwkw,ɡiʈʂʷkʷ,gicuku,ᡤᡳᠴᡠᡴᡠ,,羞愧的,"shameful, disgraceful"
992,gida,ɡida,gida,ᡤᡳᡩ᠋ᠠ,,长枪,"spear, pike"
993,gidalm,ɡidaɹm,gidalambi,ᡤᡳᡩ᠋ᠠᠯᠠᠮᠪᡳ,,枪刺,to stab with a spear
994,gidam,ɡidam,gidambi,ᡤᡳᡩ᠋ᠠᠮᠪᡳ,,压,to press down
995,gidavem,ɡidavɯm,gidabumbi,ᡤᡳᡩ᠋ᠠᠪᡠᠮᠪᡳ,,被压,passive form of gidam (= gidambi)
996,gidaXem,ɡidaʂɯm,gidaxambi,ᡤᡳᡩ᠋ᠠᡧᠠᠮᠪᡳ,,压迫,to oppress
997,gigu arem,ɡiɡu arɯm,giogin arambi,ᡤᡳᠣᡤᡳᠨ ᠠᡵᠠᠮᠪᡳ,,和尚双手合十,"(of monks) to put both hands together (in prayer, greeting)"
998,gijicukw,ɡidʒiʈʂukʷ,,,,笑痒,ticklish 
999,gijilm,ɡidʒiɹm,gejilembi,ᡤᡝᠵᡳᠯᡝᠮᠪᡳ,,腋下挠痒,to scratch one's armpit
1000,gijya,ɡiɖʐʲa,gija,ᡤᡳᠵᠠ,,碎块,fragment
1001,gijya mo,ɡiɖʐʲa mɔ,gija moo,ᡤᡳᠵᠠ ᠮᠣᠣ,,段木,stick of wood
1002,gijyajem,ɡiɖʐʲaɖʐɯm,gijajembi,ᡤᡳᠵᠠᠵᡝᠮᠪᡳ,,碎了,to be shattered
1003,gijyalem,ɡiɖʐʲalɯm,gijalambi,ᡤᡳᠵᠠᠯᠠᠮᠪᡳ,,弄碎,to break into pieces; to crumble
1004,gijyaXx mo,ɡiɖʐʲaʂx mɔ,gijaxaha moo,ᡤᡳᠵᠠᡧᠠᡥᠠ ᠮᠣᠣ,,碎木,wood chip
1005,giljarxem,ɡiɹɖʐarxɯm,giljarxambi,ᡤᡳᠯᠵᠠᡵᡧᠠᠮᠪᡳ,,闪耀,to glisten
1006,giltaXem,ɡiɹtaʂɯm,giltarxambi,ᡤᡳᠯᡨ᠋ᠠᡵᡧᠠᠮᠪᡳ,,闪光,to flash
1007,gin,ɡin,gin,ᡤᡳᠨ,,斤,"catty (unit of weight, ~500g)"
1008,gincyxyan,ɡintɕʲxʲan,gincihiyan,ᡤᡳᠨᠴᡳᡥᡳᠶᠠᠨ,,秀美,"elegant, graceful"
1009,gindana,ɡindana,gindana,ᡤᡳᠨᡩ᠋ᠠᠨᠠ,,地牢,"prison, jail"
1010,giNin,ɡiŋin,genggiyen,ᡤᡝᠩᡤᡳᠶᡝᠨ,,明,"light, bright, clear"
1011,giNlem,ɡiŋlɯm,ginglembi,ᡤᡳᠩᠯᡝᠮᠪᡳ,,称 (称重之称),weight
1012,giNlem,ɡiŋlɯm,ginglembi,ᡤᡳᠩᠯᡝᠮᠪᡳ,,用挂称称,to weigh by hanging
1013,giNucem,ɡiŋuʈʂɯm,ginggucembi,ᡤᡳᠩᡤᡠᠴᡝᠮᠪᡳ,,敬,to respect 
1014,giNulem,ɡiŋulɯm,ginggulembi,ᡤᡳᠩᡤᡠᠯᡝᠮᠪᡳ,,敬,to respect
1015,giraN,ɡiraŋ,giranggi,ᡤᡳᡵᠠᠩᡤᡳ,,骨头,bone
1016,giran,ɡiran,giran,ᡤᡳᡵᠠᠨ,,尸体,"dead body, corpse"
1017,girem,ɡirɯm,girumbi,ᡤᡳᡵᡠᠮᠪᡳ,,羞愧,to feel ashamed
1018,giricun,ɡiriʈʂun,girucun,ᡤᡳᡵᡠᠴᡠᠨ,,羞愧,"shame, disgrace"
1019,girin,ɡirin,,,,一片区域,"an area, district"
1020,gis,ɡis,gise,ᡤᡳᠰᡝ,,妓女,"prostitute, whore"
1021,gisercem,ɡisɯrʈʂɯm,gisurcembi,ᡤᡳᠰᡠᡵᠴᡝᠮᠪᡳ,,说,"to speak, to talk"
1022,giserem,ɡisɯrɯm,gisurembi,ᡤᡳᠰᡠᡵᡝᠮᠪᡳ,,说,"to speak, to talk"
1023,gisun,ɡisun,gisun,ᡤᡳᠰᡠᠨ,,"语言, 话","language, word"
1024,Gocim,ɢɔtɕim,gocimbi,ᡤᠣᠴᡳᠮᠪᡳ,,抽吸,"to suck, to sip (loudly)"
1025,Gocwqw,ɢɔʈʂʷqʷ,gocukv,ᡤᠣᠴᡠᡴᡡ,,套裤,a type of trousers
1026,Gocwqw,ɢɔʈʂʷqʷ,gocika,ᡤᠣᠴᡳᡴᠠ,,护卫军,imperial bodyguard
1027,Godurum,ɢɔdurum,godorombi,ᡤᠣᡩ᠋ᠣᡵᠣᠮᠪᡳ,,陷,to get stuck; to sink
1028,gogin,ɡɔɡin,g'ogin,ᡬᠣᡤᡳᠨ,,鰥夫,widower
1029,Goh,ɢɔχ,goho,ᡤᠣᡥᠣ,,钩子,hook
1030,Gol,ɢɔɹ,golo,ᡤᠣᠯᠣ,,省 (地区),province
